player_id,player_name,team,opponent,position,overall_signal_score,signal_tier,top_positive_driver_1,top_positive_driver_2,top_positive_driver_3,top_negative_driver_1,top_negative_driver_2,top_negative_driver_3,driver_notes
,C.Austin,PIT,,WR,70.58,GOOD_SIGNAL,projection strength: 87.4,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,Mi.Wilson,ARI,,WR,70.56,GOOD_SIGNAL,projection strength: 87.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Doubs,GB,,WR,70.5,GOOD_SIGNAL,projection strength: 87.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Taylor,SF,,WR,70.49,GOOD_SIGNAL,projection strength: 87.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,Z.Moss,CIN,,RB,70.36,GOOD_SIGNAL,projection strength: 86.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Bachman,LV,,WR,70.36,GOOD_SIGNAL,projection strength: 86.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Cracraft,MIA,,WR,70.29,GOOD_SIGNAL,projection strength: 86.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Jones,ARI,,RB,70.22,GOOD_SIGNAL,projection strength: 86.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Nix,DEN,BUF,QB,70.19,GOOD_SIGNAL,projection strength: 86.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Skowronek,PIT,,WR,70.14,GOOD_SIGNAL,projection strength: 86.4,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Douglas,NE,,WR,70.08,GOOD_SIGNAL,projection strength: 86.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Dell,HOU,,WR,70.0,GOOD_SIGNAL,projection strength: 86.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Hurts,PHI,KC,QB,70.0,GOOD_SIGNAL,projection strength: 86.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Lazard,NYJ,,WR,69.93,GOOD_SIGNAL,projection strength: 85.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,Z.Jones,ARI,,WR,69.88,GOOD_SIGNAL,projection strength: 85.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Trammell,JAX,,WR,69.86,GOOD_SIGNAL,projection strength: 85.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Richardson,IND,TEN,QB,69.83,GOOD_SIGNAL,projection strength: 85.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Robinson,LA,,WR,69.79,GOOD_SIGNAL,projection strength: 85.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Hockenson,MIN,,TE,69.74,GOOD_SIGNAL,projection strength: 85.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Ford,CLE,,RB,69.73,GOOD_SIGNAL,projection strength: 85.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Higbee,LA,,TE,69.67,GOOD_SIGNAL,projection strength: 85.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Edmonds,TB,,RB,69.65,GOOD_SIGNAL,projection strength: 85.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Montgomery,IND,,WR,69.65,GOOD_SIGNAL,projection strength: 85.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Tucker,LV,,WR,69.61,GOOD_SIGNAL,projection strength: 85.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Raymond,DET,,WR,69.57,GOOD_SIGNAL,projection strength: 85.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Odunze,CHI,,WR,69.5,GOOD_SIGNAL,projection strength: 84.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,E.Elliott,DAL,,RB,69.47,GOOD_SIGNAL,projection strength: 84.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Proche,CLE,,WR,69.47,GOOD_SIGNAL,projection strength: 84.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Carter,ARI,,RB,69.41,GOOD_SIGNAL,projection strength: 84.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,X.Legette,CAR,,WR,69.4,GOOD_SIGNAL,projection strength: 84.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Smith,PHI,,WR,69.36,GOOD_SIGNAL,projection strength: 84.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Wilson,NO,,WR,69.13,GOOD_SIGNAL,projection strength: 84.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Spears,TEN,,RB,69.11,GOOD_SIGNAL,projection strength: 84.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Dillon,GB,,RB,69.08,GOOD_SIGNAL,projection strength: 84.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Davis,LAC,,WR,69.06,GOOD_SIGNAL,projection strength: 83.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Williams,PIT,,WR,69.0,GOOD_SIGNAL,projection strength: 83.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Burrow,CIN,PIT,QB,69.0,GOOD_SIGNAL,projection strength: 83.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Wilkerson,LV,,WR,68.99,GOOD_SIGNAL,projection strength: 83.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,L.Fournette,BUF,,RB,68.93,GOOD_SIGNAL,projection strength: 83.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Agnew,JAX,,WR,68.93,GOOD_SIGNAL,projection strength: 83.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,W.Snead,SF,,WR,68.92,GOOD_SIGNAL,projection strength: 83.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Means,NO,,WR,68.78,GOOD_SIGNAL,projection strength: 83.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,H.Renfrow,LV,,WR,68.78,GOOD_SIGNAL,projection strength: 83.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Funk,IND,,RB,68.75,GOOD_SIGNAL,projection strength: 83.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,G.Edwards,LAC,,RB,68.75,GOOD_SIGNAL,projection strength: 83.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Johnson,NO,,TE,68.71,GOOD_SIGNAL,projection strength: 83.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Thomas,NO,,WR,68.65,GOOD_SIGNAL,projection strength: 83.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Mooney,ATL,,WR,68.57,GOOD_SIGNAL,projection strength: 82.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,S.Zylstra,DET,,TE,68.5,GOOD_SIGNAL,projection strength: 82.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,I.Hodgins,NYG,,WR,68.44,GOOD_SIGNAL,projection strength: 82.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,L.Perine,KC,,RB,68.43,GOOD_SIGNAL,projection strength: 82.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,Z.Charbonnet,SEA,,RB,68.39,GOOD_SIGNAL,projection strength: 82.4,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Lockett,SEA,,WR,68.37,GOOD_SIGNAL,projection strength: 82.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
00-0034796,L.Jackson,BAL,BUF,QB,68.28,GOOD_SIGNAL,recent form: 100.0,data quality: 87.8,projection strength: 85.2,usage foundation: 33.3,role and availability context: 35.0,opponent defense fit: 42.6,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready
,J.Warren,PIT,,RB,68.26,GOOD_SIGNAL,projection strength: 82.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,N.Fant,SEA,,TE,68.24,GOOD_SIGNAL,projection strength: 82.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,E.Hull,IND,,RB,68.21,GOOD_SIGNAL,projection strength: 82.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Mattison,LV,,RB,68.1,GOOD_SIGNAL,projection strength: 81.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Kirkwood,NO,,WR,68.03,GOOD_SIGNAL,projection strength: 81.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,L.Murray,BUF,,RB,68.03,GOOD_SIGNAL,projection strength: 81.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Coleman,BUF,,WR,68.0,GOOD_SIGNAL,projection strength: 81.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Akins,CLE,,TE,67.97,GOOD_SIGNAL,projection strength: 81.4,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,Z.Flowers,BAL,,WR,67.92,GOOD_SIGNAL,projection strength: 81.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Johnson,LA,,WR,67.9,GOOD_SIGNAL,projection strength: 81.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.McLaughlin,DEN,,RB,67.85,GOOD_SIGNAL,projection strength: 81.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Jones,DET,,WR,67.83,GOOD_SIGNAL,projection strength: 81.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Oliver,TEN,,WR,67.78,GOOD_SIGNAL,projection strength: 81.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Singletary,NYG,,RB,67.77,GOOD_SIGNAL,projection strength: 81.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Bateman,BAL,,WR,67.71,GOOD_SIGNAL,projection strength: 80.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Henderson,LA,,RB,67.61,GOOD_SIGNAL,projection strength: 80.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Conklin,NYJ,,TE,67.55,GOOD_SIGNAL,projection strength: 80.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Harris,BUF,,RB,67.49,GOOD_SIGNAL,projection strength: 80.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Ekeler,WAS,,RB,67.45,GOOD_SIGNAL,projection strength: 80.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Philips,TEN,,WR,67.42,GOOD_SIGNAL,projection strength: 80.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Cooks,DAL,,WR,67.28,GOOD_SIGNAL,projection strength: 79.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,E.All,CIN,,TE,67.21,GOOD_SIGNAL,projection strength: 79.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Samuel,BUF,,WR,67.14,GOOD_SIGNAL,projection strength: 79.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Gore,WAS,,RB,67.12,GOOD_SIGNAL,projection strength: 79.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Wicks,GB,,WR,67.08,GOOD_SIGNAL,projection strength: 79.4,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Jarrett,TB,,WR,67.06,GOOD_SIGNAL,projection strength: 79.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Scott,CHI,,WR,67.01,GOOD_SIGNAL,projection strength: 79.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
00-0034869,S.Darnold,MIN,LA,QB,67.01,GOOD_SIGNAL,recent form: 99.9,opponent defense fit: 83.3,data quality: 79.0,usage foundation: 33.3,role and availability context: 35.0,missing signal count: 3,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; game environment limited
,R.Freeman,LA,,RB,66.96,GOOD_SIGNAL,projection strength: 79.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Mostert,MIA,,RB,66.96,GOOD_SIGNAL,projection strength: 79.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Culp,TB,,TE,66.92,GOOD_SIGNAL,projection strength: 79.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,G.Smith,SEA,LA,QB,66.82,GOOD_SIGNAL,projection strength: 78.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Powell,MIN,,WR,66.8,GOOD_SIGNAL,projection strength: 78.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Bolden,LV,,RB,66.79,GOOD_SIGNAL,projection strength: 78.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Estime,DEN,,RB,66.78,GOOD_SIGNAL,projection strength: 78.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Brownlee,NYJ,,WR,66.78,GOOD_SIGNAL,projection strength: 78.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.McCloud,ATL,,WR,66.73,GOOD_SIGNAL,projection strength: 78.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Wallace,BAL,,WR,66.7,GOOD_SIGNAL,projection strength: 78.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
00-0039910,J.Daniels,WAS,PHI,QB,66.62,GOOD_SIGNAL,recent form: 100.0,data quality: 79.0,projection strength: 77.8,usage foundation: 33.3,role and availability context: 35.0,missing signal count: 3,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; game environment limited
,I.Williams,CIN,,WR,66.6,GOOD_SIGNAL,projection strength: 78.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Davis,BUF,,RB,66.6,GOOD_SIGNAL,projection strength: 78.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,E.St. Brown,CHI,,WR,66.56,GOOD_SIGNAL,projection strength: 78.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,L.Shenault,SEA,,WR,66.53,GOOD_SIGNAL,projection strength: 78.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,E.Mitchell,SF,,RB,66.47,GOOD_SIGNAL,projection strength: 78.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Duvernay,JAX,,WR,66.46,GOOD_SIGNAL,projection strength: 78.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Conley,SF,,WR,66.42,GOOD_SIGNAL,projection strength: 77.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Penny,PHI,,RB,66.42,GOOD_SIGNAL,projection strength: 77.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Bourne,NE,,WR,66.39,GOOD_SIGNAL,projection strength: 77.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Hodge,ATL,,WR,66.34,GOOD_SIGNAL,projection strength: 77.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
