player_id,player_name,team,opponent,position,primary_market_family,all_families_count,best_signal_score,overall_signal_score,signal_tier,recommended_user_action,signal_explanation,top_signal_reason,review_reason,blocked_reason,top_positive_driver_1,top_positive_driver_2,top_positive_driver_3,top_negative_driver_1,top_negative_driver_2,top_negative_driver_3,green_signal_count,yellow_signal_count,red_flag_count,missing_signal_count,data_quality_score,readiness_status,roster_status,role_status,injury_status,usage_status,final_readiness
,A.Richardson,IND,TEN,QB,rushing,2,69.83,69.83,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.8. Main support: projection strength: 85.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.7; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 85.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Robinson,LA,,WR,receiving,1,69.79,69.79,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.8. Main support: projection strength: 85.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.6; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 85.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Hockenson,MIN,,TE,receiving,1,69.74,69.74,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.5; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 85.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Ford,CLE,,RB,receiving,2,69.73,69.73,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.5; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 85.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Higbee,LA,,TE,receiving,1,69.67,69.67,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.3; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 85.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,C.Edmonds,TB,,RB,receiving,2,69.65,69.65,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.2; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 85.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Montgomery,IND,,WR,receiving,1,69.65,69.65,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.2; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 85.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Tucker,LV,,WR,receiving,1,69.61,69.61,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.6. Main support: projection strength: 85.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.2; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 85.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,K.Raymond,DET,,WR,receiving,1,69.57,69.57,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.6. Main support: projection strength: 85.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.1; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 85.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,R.Odunze,CHI,,WR,receiving,1,69.5,69.5,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.5. Main support: projection strength: 84.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.9; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 84.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,E.Elliott,DAL,,RB,receiving,2,69.47,69.47,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.5. Main support: projection strength: 84.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.8; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 84.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Proche,CLE,,WR,receiving,1,69.47,69.47,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.5. Main support: projection strength: 84.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.8; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 84.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,M.Carter,ARI,,RB,receiving,2,69.41,69.41,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.4. Main support: projection strength: 84.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.7; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 84.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,X.Legette,CAR,,WR,receiving,1,69.4,69.4,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.4. Main support: projection strength: 84.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.7; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 84.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Smith,PHI,,WR,receiving,1,69.36,69.36,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.4. Main support: projection strength: 84.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.6; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 84.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,C.Wilson,NO,,WR,receiving,1,69.13,69.13,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.1. Main support: projection strength: 84.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.1; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 84.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Spears,TEN,,RB,receiving,2,69.11,69.11,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.1. Main support: projection strength: 84.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.0; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 84.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,A.Dillon,GB,,RB,receiving,2,69.08,69.08,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.1. Main support: projection strength: 84.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.0; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 84.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Davis,LAC,,WR,receiving,1,69.06,69.06,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.1. Main support: projection strength: 83.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.9; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,M.Williams,PIT,,WR,receiving,1,69.0,69.0,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.0. Main support: projection strength: 83.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.8; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Burrow,CIN,PIT,QB,rushing,2,69.0,69.0,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.0. Main support: projection strength: 83.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.8; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,K.Wilkerson,LV,,WR,receiving,1,68.99,68.99,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 69.0. Main support: projection strength: 83.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.8; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,L.Fournette,BUF,,RB,receiving,2,68.93,68.93,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.9. Main support: projection strength: 83.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.6; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Agnew,JAX,,WR,receiving,1,68.93,68.93,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.9. Main support: projection strength: 83.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.6; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,W.Snead,SF,,WR,receiving,1,68.92,68.92,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.9. Main support: projection strength: 83.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.6; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,B.Means,NO,,WR,receiving,1,68.78,68.78,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.8. Main support: projection strength: 83.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.3; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,H.Renfrow,LV,,WR,receiving,1,68.78,68.78,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.8. Main support: projection strength: 83.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.3; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Funk,IND,,RB,receiving,2,68.75,68.75,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.8. Main support: projection strength: 83.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.2; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,G.Edwards,LAC,,RB,receiving,2,68.75,68.75,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.8. Main support: projection strength: 83.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.2; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Johnson,NO,,TE,receiving,1,68.71,68.71,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.7. Main support: projection strength: 83.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.1; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,M.Thomas,NO,,WR,receiving,1,68.65,68.65,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.7. Main support: projection strength: 83.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.0; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 83.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Mooney,ATL,,WR,receiving,1,68.57,68.57,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.6. Main support: projection strength: 82.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.8; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 82.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,S.Zylstra,DET,,TE,receiving,1,68.5,68.5,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.5. Main support: projection strength: 82.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.6; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 82.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,I.Hodgins,NYG,,WR,receiving,1,68.44,68.44,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.4. Main support: projection strength: 82.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.5; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 82.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,L.Perine,KC,,RB,receiving,2,68.43,68.43,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.4. Main support: projection strength: 82.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.5; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 82.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,Z.Charbonnet,SEA,,RB,receiving,2,68.39,68.39,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.4. Main support: projection strength: 82.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.4; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 82.4,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Lockett,SEA,,WR,receiving,1,68.37,68.37,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.4. Main support: projection strength: 82.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.3; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,projection strength: 82.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,2,0,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
00-0034796,L.Jackson,BAL,BUF,QB,passing,1,68.28,68.28,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 68.3. Main support: recent form: 100.0; data quality: 87.8. Main caution: usage foundation: 33.3; role and availability context: 35.0.,recent form: 100.0; data quality: 87.8,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,recent form: 100.0,data quality: 87.8,projection strength: 85.2,usage foundation: 33.3,role and availability context: 35.0,opponent defense fit: 42.6,2,0,0,2,87.75,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
